Municipios;Sexo;Periodo;Total
29030 Borge, El;Mujeres;2017;447
29030 Borge, El;Mujeres;2016;462
29030 Borge, El;Mujeres;2015;464
29030 Borge, El;Mujeres;2014;468
29030 Borge, El;Mujeres;2013;481
29030 Borge, El;Mujeres;2012;490
29030 Borge, El;Mujeres;2011;494
29030 Borge, El;Mujeres;2010;489
29030 Borge, El;Mujeres;2009;494
29030 Borge, El;Mujeres;2008;505
29030 Borge, El;Mujeres;2007;498
29030 Borge, El;Mujeres;2006;496
29030 Borge, El;Mujeres;2005;476
29030 Borge, El;Mujeres;2004;470
29030 Borge, El;Mujeres;2003;478
29030 Borge, El;Mujeres;2002;475
29030 Borge, El;Mujeres;2001;497
29030 Borge, El;Mujeres;2000;501
29030 Borge, El;Mujeres;1999;506
29030 Borge, El;Mujeres;1998;504
29030 Borge, El;Mujeres;1997;""
29030 Borge, El;Mujeres;1996;509
29031 Burgo, El;Total;2022;1.791
29031 Burgo, El;Total;2021;1.805
29031 Burgo, El;Total;2020;1.792
29031 Burgo, El;Total;2019;1.800
29031 Burgo, El;Total;2018;1.823
29031 Burgo, El;Total;2017;1.848
29031 Burgo, El;Total;2016;1.871
29031 Burgo, El;Total;2015;1.929
29031 Burgo, El;Total;2014;1.922
29031 Burgo, El;Total;2013;1.947
29031 Burgo, El;Total;2012;1.957
29031 Burgo, El;Total;2011;1.957
29031 Burgo, El;Total;2010;1.981
29031 Burgo, El;Total;2009;2.004
29031 Burgo, El;Total;2008;2.027
29031 Burgo, El;Total;2007;2.034
29031 Burgo, El;Total;2006;2.049
29031 Burgo, El;Total;2005;2.067
29031 Burgo, El;Total;2004;2.069
29031 Burgo, El;Total;2003;2.061
29031 Burgo, El;Total;2002;2.091
29031 Burgo, El;Total;2001;2.102
29031 Burgo, El;Total;2000;1.982
29031 Burgo, El;Total;1999;1.992
29031 Burgo, El;Total;1998;2.051
29031 Burgo, El;Total;1997;""
29031 Burgo, El;Total;1996;2.070
29031 Burgo, El;Hombres;2022;905
29031 Burgo, El;Hombres;2021;917
29031 Burgo, El;Hombres;2020;922
29031 Burgo, El;Hombres;2019;929
29031 Burgo, El;Hombres;2018;934
29031 Burgo, El;Hombres;2017;940
29031 Burgo, El;Hombres;2016;950
29031 Burgo, El;Hombres;2015;973
29031 Burgo, El;Hombres;2014;966
29031 Burgo, El;Hombres;2013;977
29031 Burgo, El;Hombres;2012;981
29031 Burgo, El;Hombres;2011;981
29031 Burgo, El;Hombres;2010;996
29031 Burgo, El;Hombres;2009;1.009
29031 Burgo, El;Hombres;2008;1.020
29031 Burgo, El;Hombres;2007;1.026
29031 Burgo, El;Hombres;2006;1.032
29031 Burgo, El;Hombres;2005;1.032
29031 Burgo, El;Hombres;2004;1.034
29031 Burgo, El;Hombres;2003;1.036
29031 Burgo, El;Hombres;2002;1.045
29031 Burgo, El;Hombres;2001;1.057
29031 Burgo, El;Hombres;2000;1.009
29031 Burgo, El;Hombres;1999;1.026
29031 Burgo, El;Hombres;1998;1.058
29031 Burgo, El;Hombres;1997;""
29031 Burgo, El;Hombres;1996;1.070
29031 Burgo, El;Mujeres;2022;886
29031 Burgo, El;Mujeres;2021;888
29031 Burgo, El;Mujeres;2020;870
29031 Burgo, El;Mujeres;2019;871
29031 Burgo, El;Mujeres;2018;889
29031 Burgo, El;Mujeres;2017;908
29031 Burgo, El;Mujeres;2016;921
29031 Burgo, El;Mujeres;2015;956
29031 Burgo, El;Mujeres;2014;956
29031 Burgo, El;Mujeres;2013;970
29031 Burgo, El;Mujeres;2012;976
29031 Burgo, El;Mujeres;2011;976
29031 Burgo, El;Mujeres;2010;985
29031 Burgo, El;Mujeres;2009;995
29031 Burgo, El;Mujeres;2008;1.007
29031 Burgo, El;Mujeres;2007;1.008
29031 Burgo, El;Mujeres;2006;1.017
29031 Burgo, El;Mujeres;2005;1.035
29031 Burgo, El;Mujeres;2004;1.035
29031 Burgo, El;Mujeres;2003;1.025
29031 Burgo, El;Mujeres;2002;1.046
29031 Burgo, El;Mujeres;2001;1.045
29031 Burgo, El;Mujeres;2000;973
29031 Burgo, El;Mujeres;1999;966
29031 Burgo, El;Mujeres;1998;993
29031 Burgo, El;Mujeres;1997;""
29031 Burgo, El;Mujeres;1996;1.000
29032 Campillos;Total;2022;8.372
29032 Campillos;Total;2021;8.301
29032 Campillos;Total;2020;8.387
29032 Campillos;Total;2019;8.444
29032 Campillos;Total;2018;8.517
29032 Campillos;Total;2017;8.547
29032 Campillos;Total;2016;8.511
29032 Campillos;Total;2015;8.524
29032 Campillos;Total;2014;8.570
29032 Campillos;Total;2013;8.677
29032 Campillos;Total;2012;8.663
29032 Campillos;Total;2011;8.707
29032 Campillos;Total;2010;8.641
29032 Campillos;Total;2009;8.658
29032 Campillos;Total;2008;8.543
29032 Campillos;Total;2007;8.330
29032 Campillos;Total;2006;8.183
29032 Campillos;Total;2005;8.066
29032 Campillos;Total;2004;7.923
29032 Campillos;Total;2003;7.813
29032 Campillos;Total;2002;7.764
29032 Campillos;Total;2001;7.681
29032 Campillos;Total;2000;7.657
29032 Campillos;Total;1999;7.633
29032 Campillos;Total;1998;7.638
29032 Campillos;Total;1997;""
29032 Campillos;Total;1996;7.737
29032 Campillos;Hombres;2022;4.204
29032 Campillos;Hombres;2021;4.162
29032 Campillos;Hombres;2020;4.219
29032 Campillos;Hombres;2019;4.270
29032 Campillos;Hombres;2018;4.319
29032 Campillos;Hombres;2017;4.345
29032 Campillos;Hombres;2016;4.268
29032 Campillos;Hombres;2015;4.265
29032 Campillos;Hombres;2014;4.285
29032 Campillos;Hombres;2013;4.347
29032 Campillos;Hombres;2012;4.349
29032 Campillos;Hombres;2011;4.347
29032 Campillos;Hombres;2010;4.315
29032 Campillos;Hombres;2009;4.336
29032 Campillos;Hombres;2008;4.274
29032 Campillos;Hombres;2007;4.158
29032 Campillos;Hombres;2006;4.089
29032 Campillos;Hombres;2005;4.022
29032 Campillos;Hombres;2004;3.964
29032 Campillos;Hombres;2003;3.926
29032 Campillos;Hombres;2002;3.906
29032 Campillos;Hombres;2001;3.851
29032 Campillos;Hombres;2000;3.836
29032 Campillos;Hombres;1999;3.836
29032 Campillos;Hombres;1998;3.835
29032 Campillos;Hombres;1997;""
29032 Campillos;Hombres;1996;3.875
29032 Campillos;Mujeres;2022;4.168
29032 Campillos;Mujeres;2021;4.139
29032 Campillos;Mujeres;2020;4.168
29032 Campillos;Mujeres;2019;4.174
29032 Campillos;Mujeres;2018;4.198
29032 Campillos;Mujeres;2017;4.202
29032 Campillos;Mujeres;2016;4.243
29032 Campillos;Mujeres;2015;4.259
29032 Campillos;Mujeres;2014;4.285
29032 Campillos;Mujeres;2013;4.330
29032 Campillos;Mujeres;2012;4.314
29032 Campillos;Mujeres;2011;4.360
29032 Campillos;Mujeres;2010;4.326
29032 Campillos;Mujeres;2009;4.322
29032 Campillos;Mujeres;2008;4.269
29032 Campillos;Mujeres;2007;4.172
29032 Campillos;Mujeres;2006;4.094
29032 Campillos;Mujeres;2005;4.044
29032 Campillos;Mujeres;2004;3.959
29032 Campillos;Mujeres;2003;3.887
29032 Campillos;Mujeres;2002;3.858
29032 Campillos;Mujeres;2001;3.830
29032 Campillos;Mujeres;2000;3.821
29032 Campillos;Mujeres;1999;3.797
29032 Campillos;Mujeres;1998;3.803
29032 Campillos;Mujeres;1997;""
29032 Campillos;Mujeres;1996;3.862
29033 Canillas de Aceituno;Total;2022;1.722
29033 Canillas de Aceituno;Total;2021;1.704
29033 Canillas de Aceituno;Total;2020;1.680
29033 Canillas de Aceituno;Total;2019;1.677
29033 Canillas de Aceituno;Total;2018;1.620
29033 Canillas de Aceituno;Total;2017;1.672
29033 Canillas de Aceituno;Total;2016;1.710
29033 Canillas de Aceituno;Total;2015;1.737
29033 Canillas de Aceituno;Total;2014;1.746
29033 Canillas de Aceituno;Total;2013;1.851
29033 Canillas de Aceituno;Total;2012;1.937
29033 Canillas de Aceituno;Total;2011;2.242
29033 Canillas de Aceituno;Total;2010;2.285
29033 Canillas de Aceituno;Total;2009;2.323
29033 Canillas de Aceituno;Total;2008;2.320
29033 Canillas de Aceituno;Total;2007;2.336
29033 Canillas de Aceituno;Total;2006;2.324
29033 Canillas de Aceituno;Total;2005;2.242
29033 Canillas de Aceituno;Total;2004;2.157
29033 Canillas de Aceituno;Total;2003;2.037
29033 Canillas de Aceituno;Total;2002;2.125
29033 Canillas de Aceituno;Total;2001;2.171
29033 Canillas de Aceituno;Total;2000;2.213
29033 Canillas de Aceituno;Total;1999;2.257
29033 Canillas de Aceituno;Total;1998;2.269
29033 Canillas de Aceituno;Total;1997;""
29033 Canillas de Aceituno;Total;1996;2.327
29033 Canillas de Aceituno;Hombres;2022;903
29033 Canillas de Aceituno;Hombres;2021;886
29033 Canillas de Aceituno;Hombres;2020;882
29033 Canillas de Aceituno;Hombres;2019;890
29033 Canillas de Aceituno;Hombres;2018;861
29033 Canillas de Aceituno;Hombres;2017;891
29033 Canillas de Aceituno;Hombres;2016;908
29033 Canillas de Aceituno;Hombres;2015;911
29033 Canillas de Aceituno;Hombres;2014;914
29033 Canillas de Aceituno;Hombres;2013;976
29033 Canillas de Aceituno;Hombres;2012;1.027
29033 Canillas de Aceituno;Hombres;2011;1.154
29033 Canillas de Aceituno;Hombres;2010;1.181
29033 Canillas de Aceituno;Hombres;2009;1.191
29033 Canillas de Aceituno;Hombres;2008;1.183
29033 Canillas de Aceituno;Hombres;2007;1.190
29033 Canillas de Aceituno;Hombres;2006;1.177
29033 Canillas de Aceituno;Hombres;2005;1.128
29033 Canillas de Aceituno;Hombres;2004;1.088
29033 Canillas de Aceituno;Hombres;2003;1.033
29033 Canillas de Aceituno;Hombres;2002;1.065
29033 Canillas de Aceituno;Hombres;2001;1.092
29033 Canillas de Aceituno;Hombres;2000;1.112
29033 Canillas de Aceituno;Hombres;1999;1.126
29033 Canillas de Aceituno;Hombres;1998;1.129
29033 Canillas de Aceituno;Hombres;1997;""
29033 Canillas de Aceituno;Hombres;1996;1.169
29033 Canillas de Aceituno;Mujeres;2022;819
29033 Canillas de Aceituno;Mujeres;2021;818
29033 Canillas de Aceituno;Mujeres;2020;798
29033 Canillas de Aceituno;Mujeres;2019;787
29033 Canillas de Aceituno;Mujeres;2018;759
29033 Canillas de Aceituno;Mujeres;2017;781
29033 Canillas de Aceituno;Mujeres;2016;802
29033 Canillas de Aceituno;Mujeres;2015;826
29033 Canillas de Aceituno;Mujeres;2014;832
29033 Canillas de Aceituno;Mujeres;2013;875
29033 Canillas de Aceituno;Mujeres;2012;910
29033 Canillas de Aceituno;Mujeres;2011;1.088
29033 Canillas de Aceituno;Mujeres;2010;1.104
29033 Canillas de Aceituno;Mujeres;2009;1.132
29033 Canillas de Aceituno;Mujeres;2008;1.137
29033 Canillas de Aceituno;Mujeres;2007;1.146
29033 Canillas de Aceituno;Mujeres;2006;1.147
29033 Canillas de Aceituno;Mujeres;2005;1.114
29033 Canillas de Aceituno;Mujeres;2004;1.069
29033 Canillas de Aceituno;Mujeres;2003;1.004
29033 Canillas de Aceituno;Mujeres;2002;1.060
29033 Canillas de Aceituno;Mujeres;2001;1.079
29033 Canillas de Aceituno;Mujeres;2000;1.101
29033 Canillas de Aceituno;Mujeres;1999;1.131
29033 Canillas de Aceituno;Mujeres;1998;1.140
29033 Canillas de Aceituno;Mujeres;1997;""
29033 Canillas de Aceituno;Mujeres;1996;1.158
29034 Canillas de Albaida;Total;2022;796
29034 Canillas de Albaida;Total;2021;811
29034 Canillas de Albaida;Total;2020;759
29034 Canillas de Albaida;Total;2019;716
29034 Canillas de Albaida;Total;2018;732
29034 Canillas de Albaida;Total;2017;741
29034 Canillas de Albaida;Total;2016;773
29034 Canillas de Albaida;Total;2015;842
29034 Canillas de Albaida;Total;2014;875
29034 Canillas de Albaida;Total;2013;979
29034 Canillas de Albaida;Total;2012;964
29034 Canillas de Albaida;Total;2011;947
29034 Canillas de Albaida;Total;2010;924
29034 Canillas de Albaida;Total;2009;918
29034 Canillas de Albaida;Total;2008;902
29034 Canillas de Albaida;Total;2007;854
29034 Canillas de Albaida;Total;2006;813
29034 Canillas de Albaida;Total;2005;775
29034 Canillas de Albaida;Total;2004;777
29034 Canillas de Albaida;Total;2003;755
29034 Canillas de Albaida;Total;2002;752
29034 Canillas de Albaida;Total;2001;732
29034 Canillas de Albaida;Total;2000;701
29034 Canillas de Albaida;Total;1999;680
29034 Canillas de Albaida;Total;1998;667
29034 Canillas de Albaida;Total;1997;""
29034 Canillas de Albaida;Total;1996;659
29034 Canillas de Albaida;Hombres;2022;387
29034 Canillas de Albaida;Hombres;2021;396
29034 Canillas de Albaida;Hombres;2020;375
29034 Canillas de Albaida;Hombres;2019;355
29034 Canillas de Albaida;Hombres;2018;363
29034 Canillas de Albaida;Hombres;2017;369
29034 Canillas de Albaida;Hombres;2016;387
29034 Canillas de Albaida;Hombres;2015;426
29034 Canillas de Albaida;Hombres;2014;451
29034 Canillas de Albaida;Hombres;2013;499
29034 Canillas de Albaida;Hombres;2012;491
29034 Canillas de Albaida;Hombres;2011;477
29034 Canillas de Albaida;Hombres;2010;468
29034 Canillas de Albaida;Hombres;2009;471
29034 Canillas de Albaida;Hombres;2008;466
29034 Canillas de Albaida;Hombres;2007;442
29034 Canillas de Albaida;Hombres;2006;422
29034 Canillas de Albaida;Hombres;2005;406
29034 Canillas de Albaida;Hombres;2004;407
29034 Canillas de Albaida;Hombres;2003;394
29034 Canillas de Albaida;Hombres;2002;402
29034 Canillas de Albaida;Hombres;2001;388
29034 Canillas de Albaida;Hombres;2000;372
29034 Canillas de Albaida;Hombres;1999;361
29034 Canillas de Albaida;Hombres;1998;357
29034 Canillas de Albaida;Hombres;1997;""
29034 Canillas de Albaida;Hombres;1996;347
29034 Canillas de Albaida;Mujeres;2022;409
29034 Canillas de Albaida;Mujeres;2021;415
29034 Canillas de Albaida;Mujeres;2020;384
29034 Canillas de Albaida;Mujeres;2019;361
29034 Canillas de Albaida;Mujeres;2018;369
29034 Canillas de Albaida;Mujeres;2017;372
29034 Canillas de Albaida;Mujeres;2016;386
29034 Canillas de Albaida;Mujeres;2015;416
29034 Canillas de Albaida;Mujeres;2014;424
29034 Canillas de Albaida;Mujeres;2013;480
29034 Canillas de Albaida;Mujeres;2012;473
29034 Canillas de Albaida;Mujeres;2011;470
29034 Canillas de Albaida;Mujeres;2010;456
29034 Canillas de Albaida;Mujeres;2009;447
29034 Canillas de Albaida;Mujeres;2008;436
29034 Canillas de Albaida;Mujeres;2007;412
29034 Canillas de Albaida;Mujeres;2006;391
29034 Canillas de Albaida;Mujeres;2005;369
29034 Canillas de Albaida;Mujeres;2004;370
29034 Canillas de Albaida;Mujeres;2003;361
29034 Canillas de Albaida;Mujeres;2002;350
29034 Canillas de Albaida;Mujeres;2001;344
29034 Canillas de Albaida;Mujeres;2000;329
29034 Canillas de Albaida;Mujeres;1999;319
29034 Canillas de Albaida;Mujeres;1998;310
29034 Canillas de Albaida;Mujeres;1997;""
29034 Canillas de Albaida;Mujeres;1996;312
29035 Cañete la Real;Total;2022;1.584
29035 Cañete la Real;Total;2021;1.633
29035 Cañete la Real;Total;2020;1.633
29035 Cañete la Real;Total;2019;1.665
29035 Cañete la Real;Total;2018;1.691
29035 Cañete la Real;Total;2017;1.674
29035 Cañete la Real;Total;2016;1.710
29035 Cañete la Real;Total;2015;1.738
29035 Cañete la Real;Total;2014;1.768
29035 Cañete la Real;Total;2013;1.812
29035 Cañete la Real;Total;2012;1.901
29035 Cañete la Real;Total;2011;1.947
29035 Cañete la Real;Total;2010;1.990
29035 Cañete la Real;Total;2009;2.014
29035 Cañete la Real;Total;2008;2.024
29035 Cañete la Real;Total;2007;2.052
29035 Cañete la Real;Total;2006;2.051
29035 Cañete la Real;Total;2005;2.069
29035 Cañete la Real;Total;2004;2.084
29035 Cañete la Real;Total;2003;2.090
29035 Cañete la Real;Total;2002;2.158
29035 Cañete la Real;Total;2001;2.177
29035 Cañete la Real;Total;2000;2.200
29035 Cañete la Real;Total;1999;2.215
29035 Cañete la Real;Total;1998;2.233
29035 Cañete la Real;Total;1997;""
29035 Cañete la Real;Total;1996;2.247
29035 Cañete la Real;Hombres;2022;776
29035 Cañete la Real;Hombres;2021;811
29035 Cañete la Real;Hombres;2020;819
29035 Cañete la Real;Hombres;2019;846
29035 Cañete la Real;Hombres;2018;849
29035 Cañete la Real;Hombres;2017;840
29035 Cañete la Real;Hombres;2016;862
29035 Cañete la Real;Hombres;2015;885
29035 Cañete la Real;Hombres;2014;891
29035 Cañete la Real;Hombres;2013;913
29035 Cañete la Real;Hombres;2012;960
29035 Cañete la Real;Hombres;2011;979
29035 Cañete la Real;Hombres;2010;1.005
29035 Cañete la Real;Hombres;2009;1.013
29035 Cañete la Real;Hombres;2008;1.044
29035 Cañete la Real;Hombres;2007;1.062
29035 Cañete la Real;Hombres;2006;1.058
29035 Cañete la Real;Hombres;2005;1.067
29035 Cañete la Real;Hombres;2004;1.069
29035 Cañete la Real;Hombres;2003;1.067
29035 Cañete la Real;Hombres;2002;1.107
29035 Cañete la Real;Hombres;2001;1.119
29035 Cañete la Real;Hombres;2000;1.131
29035 Cañete la Real;Hombres;1999;1.144
29035 Cañete la Real;Hombres;1998;1.157
29035 Cañete la Real;Hombres;1997;""
29035 Cañete la Real;Hombres;1996;1.154
29035 Cañete la Real;Mujeres;2022;808
29035 Cañete la Real;Mujeres;2021;822
29035 Cañete la Real;Mujeres;2020;814
29035 Cañete la Real;Mujeres;2019;819
29035 Cañete la Real;Mujeres;2018;842
29035 Cañete la Real;Mujeres;2017;834
29035 Cañete la Real;Mujeres;2016;848
29035 Cañete la Real;Mujeres;2015;853
29035 Cañete la Real;Mujeres;2014;877
29035 Cañete la Real;Mujeres;2013;899
29035 Cañete la Real;Mujeres;2012;941
29035 Cañete la Real;Mujeres;2011;968
29035 Cañete la Real;Mujeres;2010;985
29035 Cañete la Real;Mujeres;2009;1.001
29035 Cañete la Real;Mujeres;2008;980
29035 Cañete la Real;Mujeres;2007;990
29035 Cañete la Real;Mujeres;2006;993
29035 Cañete la Real;Mujeres;2005;1.002
29035 Cañete la Real;Mujeres;2004;1.015
29035 Cañete la Real;Mujeres;2003;1.023
29035 Cañete la Real;Mujeres;2002;1.051
29035 Cañete la Real;Mujeres;2001;1.058
29035 Cañete la Real;Mujeres;2000;1.069
29035 Cañete la Real;Mujeres;1999;1.071
29035 Cañete la Real;Mujeres;1998;1.076
29035 Cañete la Real;Mujeres;1997;""
29035 Cañete la Real;Mujeres;1996;1.093
29036 Carratraca;Total;2022;718
29036 Carratraca;Total;2021;719
29036 Carratraca;Total;2020;740
29036 Carratraca;Total;2019;731
29036 Carratraca;Total;2018;748
29036 Carratraca;Total;2017;751
29036 Carratraca;Total;2016;750
29036 Carratraca;Total;2015;775
29036 Carratraca;Total;2014;793
29036 Carratraca;Total;2013;816
29036 Carratraca;Total;2012;860
29036 Carratraca;Total;2011;875
29036 Carratraca;Total;2010;886
29036 Carratraca;Total;2009;896
29036 Carratraca;Total;2008;923
29036 Carratraca;Total;2007;910
29036 Carratraca;Total;2006;887
29036 Carratraca;Total;2005;871
29036 Carratraca;Total;2004;839
29036 Carratraca;Total;2003;824
29036 Carratraca;Total;2002;860
29036 Carratraca;Total;2001;835
29036 Carratraca;Total;2000;838
29036 Carratraca;Total;1999;838
29036 Carratraca;Total;1998;852
29036 Carratraca;Total;1997;""
29036 Carratraca;Total;1996;870
29036 Carratraca;Hombres;2022;377
29036 Carratraca;Hombres;2021;376
29036 Carratraca;Hombres;2020;387
29036 Carratraca;Hombres;2019;383
29036 Carratraca;Hombres;2018;391
29036 Carratraca;Hombres;2017;390
29036 Carratraca;Hombres;2016;383
29036 Carratraca;Hombres;2015;395
29036 Carratraca;Hombres;2014;403
29036 Carratraca;Hombres;2013;412
29036 Carratraca;Hombres;2012;436
29036 Carratraca;Hombres;2011;445
29036 Carratraca;Hombres;2010;450
29036 Carratraca;Hombres;2009;450
29036 Carratraca;Hombres;2008;467
29036 Carratraca;Hombres;2007;457
29036 Carratraca;Hombres;2006;440
29036 Carratraca;Hombres;2005;427
29036 Carratraca;Hombres;2004;415
29036 Carratraca;Hombres;2003;412
29036 Carratraca;Hombres;2002;428
29036 Carratraca;Hombres;2001;408
29036 Carratraca;Hombres;2000;413
29036 Carratraca;Hombres;1999;410
29036 Carratraca;Hombres;1998;417
29036 Carratraca;Hombres;1997;""
29036 Carratraca;Hombres;1996;433
29036 Carratraca;Mujeres;2022;341
29036 Carratraca;Mujeres;2021;343
29036 Carratraca;Mujeres;2020;353
29036 Carratraca;Mujeres;2019;348
29036 Carratraca;Mujeres;2018;357
29036 Carratraca;Mujeres;2017;361
29036 Carratraca;Mujeres;2016;367
29036 Carratraca;Mujeres;2015;380
29036 Carratraca;Mujeres;2014;390
29036 Carratraca;Mujeres;2013;404
29036 Carratraca;Mujeres;2012;424
29036 Carratraca;Mujeres;2011;430
29036 Carratraca;Mujeres;2010;436
29036 Carratraca;Mujeres;2009;446
29036 Carratraca;Mujeres;2008;456
29036 Carratraca;Mujeres;2007;453
29036 Carratraca;Mujeres;2006;447
29036 Carratraca;Mujeres;2005;444
29036 Carratraca;Mujeres;2004;424
29036 Carratraca;Mujeres;2003;412
29036 Carratraca;Mujeres;2002;432
29036 Carratraca;Mujeres;2001;427
29036 Carratraca;Mujeres;2000;425
29036 Carratraca;Mujeres;1999;428
29036 Carratraca;Mujeres;1998;435
29036 Carratraca;Mujeres;1997;""
29036 Carratraca;Mujeres;1996;437
29037 Cartajima;Total;2022;256
29037 Cartajima;Total;2021;259
29037 Cartajima;Total;2020;242
29037 Cartajima;Total;2019;253
29037 Cartajima;Total;2018;247
29037 Cartajima;Total;2017;244
29037 Cartajima;Total;2016;241
29037 Cartajima;Total;2015;247
29037 Cartajima;Total;2014;252
29037 Cartajima;Total;2013;250
29037 Cartajima;Total;2012;251
29037 Cartajima;Total;2011;277
29037 Cartajima;Total;2010;266
29037 Cartajima;Total;2009;246
29037 Cartajima;Total;2008;242
